parsed,substantive,syntactic_ok,api_valid,hallucinations,addresses_defect,similarity,lines_dropped,lines_dropped_frac,model,item_id,category,truncated,errored
True,True,True,True,,False,0.965,1,0.043,gpt-mini,pilot-0172,missing_semantics_role,False,False
True,True,True,True,,False,0.98,1,0.02,gpt-mini,pilot-0173,missing_semantics_role,False,False
True,True,True,True,,True,0.783,1,0.053,gpt-mini,pilot-0174,missing_semantics_role,False,False
True,True,True,True,,False,0.999,1,0.003,gpt-mini,pilot-0175,missing_semantics_role,False,False
True,True,True,True,,False,0.992,2,0.009,gpt-mini,pilot-0176,missing_interaction_semantics,False,False
True,True,True,True,,True,0.944,4,0.036,gpt-mini,pilot-0178,clickable_icon_not_iconbutton,False,False
True,True,True,True,,True,0.939,1,0.018,gpt-mini,pilot-0179,missing_state_description,False,False
True,True,True,True,,False,0.984,0,0.0,gpt-mini,pilot-0180,missing_semantics_role,False,False
True,True,True,True,,True,0.993,1,0.002,gpt-mini,pilot-0182,missing_merge_descendants,False,False
True,True,True,True,,False,0.972,1,0.011,gpt-mini,pilot-0184,missing_interaction_semantics,False,False
True,True,True,True,,True,0.936,0,0.0,gpt-mini,pilot-0186,missing_merge_descendants,False,False
True,True,True,True,,True,0.989,1,0.011,gpt-mini,pilot-0187,missing_merge_descendants,False,False
True,True,True,True,,True,0.992,0,0.0,gpt-mini,pilot-0189,missing_merge_descendants,False,False
True,True,True,False,stateDescription_as_param,True,0.894,0,0.0,gpt-mini,pilot-0191,missing_state_description,False,False
True,True,False,True,,True,0.958,0,0.0,gpt-mini,pilot-0193,missing_merge_descendants,False,False
True,True,True,True,,True,0.901,1,0.008,gpt-mini,pilot-0194,missing_semantics_role,False,False
True,True,True,True,,True,0.94,1,0.043,gpt-mini,pilot-0195,missing_merge_descendants,False,False
True,True,True,True,,True,0.849,1,0.014,gpt-mini,pilot-0197,missing_merge_descendants,False,False
True,True,True,True,,True,0.836,2,0.016,gpt-mini,pilot-0198,missing_merge_descendants,False,False
True,True,True,True,,True,0.802,1,0.016,gpt-mini,pilot-0199,missing_merge_descendants,False,False
True,True,True,True,,False,0.956,1,0.05,gpt-mini,pilot-0200,missing_semantics_role,False,False
True,True,True,True,,True,0.955,0,0.0,gpt-mini,pilot-0201,pointerinput_no_semantics,False,False
True,True,True,True,,True,0.964,0,0.0,gpt-mini,pilot-0203,pointerinput_no_semantics,False,False
True,True,True,True,,True,0.754,0,0.0,gpt-mini,pilot-0204,pointerinput_no_semantics,False,False
True,True,True,True,,True,0.973,0,0.0,gpt-mini,pilot-0205,pointerinput_no_semantics,False,False
True,True,True,True,,False,0.97,0,0.0,gpt-mini,pilot-0206,pointerinput_no_semantics,False,False
True,True,True,True,,True,0.91,1,0.018,gpt-mini,pilot-0207,pointerinput_no_semantics,False,False
True,True,True,True,,True,0.853,0,0.0,gpt-mini,pilot-0208,pointerinput_no_semantics,False,False
True,True,True,True,,True,0.959,0,0.0,gpt-mini,pilot-0209,pointerinput_no_semantics,False,False
True,True,True,True,,True,0.992,3,0.008,gpt-mini,pilot-0210,pointerinput_no_semantics,False,False
True,True,True,True,,True,0.938,0,0.0,gpt-mini,pilot-0211,pointerinput_no_semantics,False,False
True,True,True,True,,False,0.924,0,0.0,gpt-mini,pilot-0214,pointerinput_no_semantics,False,False
True,True,True,True,,True,0.996,0,0.0,gpt-mini,pilot-0215,pointerinput_no_semantics,False,False
True,True,True,True,,True,0.995,0,0.0,gpt-mini,pilot-0216,pointerinput_no_semantics,False,False
True,True,True,True,,True,0.988,0,0.0,gpt-mini,pilot-0217,pointerinput_no_semantics,False,False
True,True,True,True,,True,0.98,0,0.0,gpt-mini,pilot-0219,pointerinput_no_semantics,False,False
True,True,True,True,,False,0.953,1,0.011,gpt-mini,pilot-0242,text_truncation_scaling,False,False
True,True,True,False,contentDescription_on_layout,False,0.983,7,0.019,gpt-mini,pilot-0243,text_truncation_scaling,False,False
True,True,True,False,contentDescription_on_layout,False,0.947,2,0.022,gpt-mini,pilot-0245,text_truncation_scaling,False,False
True,True,True,True,,False,0.96,3,0.017,gpt-mini,pilot-0247,text_truncation_scaling,False,False
True,True,True,True,,False,0.979,0,0.0,gpt-mini,pilot-0249,text_truncation_scaling,False,False
True,True,True,True,,False,0.951,1,0.026,gpt-mini,pilot-0250,text_truncation_scaling,False,False
True,True,True,True,,False,0.986,0,0.0,gpt-mini,pilot-0252,text_truncation_scaling,False,False
True,True,True,False,contentDescription_on_layout,False,0.965,2,0.018,gpt-mini,pilot-0254,text_truncation_scaling,False,False
True,True,True,True,,True,0.959,2,0.026,gpt-mini,pilot-0255,text_truncation_scaling,False,False
True,True,True,True,,False,0.974,1,0.002,gpt-mini,pilot-0256,text_truncation_scaling,False,False
True,True,True,False,contentDescription_on_layout,False,0.891,0,0.0,gpt-mini,pilot-0258,text_truncation_scaling,False,False
True,True,True,True,,False,0.673,2,0.143,gpt-mini,pilot-0259,text_truncation_scaling,False,False
True,True,True,True,,True,0.985,0,0.0,gpt-mini,pilot-0261,textfield_no_label,False,False
True,True,True,True,,True,0.945,0,0.0,gpt-mini,pilot-0263,textfield_no_label,False,False
True,True,True,True,,True,0.789,0,0.0,gpt-mini,pilot-0264,textfield_no_label,False,False
True,True,True,True,,True,0.974,0,0.0,gpt-mini,pilot-0265,textfield_no_label,False,False
True,True,True,True,,True,0.929,0,0.0,gpt-mini,pilot-0267,textfield_no_label,False,False
True,True,True,True,,True,0.862,0,0.0,gpt-mini,pilot-0268,textfield_no_label,False,False
True,True,True,True,,True,0.992,0,0.0,gpt-mini,pilot-0269,textfield_no_label,False,False
True,True,True,True,,True,0.768,0,0.0,gpt-mini,pilot-0271,textfield_no_label,False,False
True,True,True,True,,True,0.954,0,0.0,gpt-mini,pilot-0272,textfield_no_label,False,False
True,True,True,True,,True,0.992,0,0.0,gpt-mini,pilot-0273,textfield_no_label,False,False
True,True,True,True,,True,0.96,0,0.0,gpt-mini,pilot-0274,textfield_no_label,False,False
True,True,True,True,,True,0.996,0,0.0,gpt-mini,pilot-0275,textfield_no_label,False,False
True,True,True,True,,True,0.961,1,0.03,gpt-mini,pilot-0276,textfield_no_label,False,False
True,True,True,True,,True,0.926,0,0.0,gpt-mini,pilot-0277,textfield_no_label,False,False
True,True,True,True,,True,0.984,0,0.0,gpt-mini,pilot-0278,textfield_no_label,False,False
True,True,True,True,,True,0.985,0,0.0,gpt-mini,pilot-0279,textfield_no_label,False,False
True,True,True,True,,True,0.772,1,0.028,gpt-mini,pilot-0281,missing_content_description,False,False
True,True,True,True,,False,0.988,1,0.015,gpt-mini,pilot-0283,missing_interaction_semantics,False,False
True,True,True,True,,True,0.818,6,0.107,gpt-mini,pilot-0289,clickable_icon_not_iconbutton,False,False
True,True,True,True,,True,0.746,0,0.0,gpt-mini,pilot-0291,touch_target_size,False,False
True,True,True,True,,True,0.971,1,0.012,gpt-mini,pilot-0293,clickable_icon_not_iconbutton,False,False
True,True,True,True,,True,0.844,10,0.085,gpt-mini,pilot-0298,clickable_icon_not_iconbutton,False,False
True,True,True,True,,True,0.614,1,0.03,gpt-mini,pilot-0299,missing_content_description,False,False
