parsed,substantive,syntactic_ok,api_valid,hallucinations,addresses_defect,similarity,lines_dropped,lines_dropped_frac,model,item_id,category,truncated,errored
True,True,True,True,,False,0.997,1.0,0.012,claude-sonnet,pilot-0099,decorative_mislabeled,False,False
False,,,,,,,,,claude-sonnet,pilot-0102,missing_heading_semantics,True,False
True,True,True,True,,True,0.975,1.0,0.013,claude-sonnet,pilot-0103,missing_heading_semantics,False,False
False,,,,,,,,,claude-sonnet,pilot-0104,missing_heading_semantics,True,False
True,True,True,True,,False,0.964,0.0,0.0,claude-sonnet,pilot-0105,text_truncation_scaling,False,False
True,True,True,True,,True,0.958,0.0,0.0,claude-sonnet,pilot-0106,missing_heading_semantics,False,False
True,True,True,True,,True,0.977,1.0,0.02,claude-sonnet,pilot-0107,missing_heading_semantics,False,False
True,True,True,True,,True,0.946,1.0,0.036,claude-sonnet,pilot-0108,missing_heading_semantics,False,False
True,True,True,True,,True,0.984,0.0,0.0,claude-sonnet,pilot-0109,missing_heading_semantics,False,False
True,True,True,True,,True,0.992,1.0,0.005,claude-sonnet,pilot-0110,missing_heading_semantics,False,False
True,True,True,True,,True,0.969,1.0,0.031,claude-sonnet,pilot-0111,missing_heading_semantics,False,False
True,True,True,True,,True,0.996,0.0,0.0,claude-sonnet,pilot-0113,missing_heading_semantics,False,False
True,True,True,True,,True,0.995,1.0,0.003,claude-sonnet,pilot-0114,missing_heading_semantics,False,False
True,True,True,True,,True,0.987,1.0,0.011,claude-sonnet,pilot-0115,missing_heading_semantics,False,False
True,True,True,True,,True,0.96,0.0,0.0,claude-sonnet,pilot-0116,missing_heading_semantics,False,False
True,True,True,True,,True,0.923,1.0,0.067,claude-sonnet,pilot-0118,missing_heading_semantics,False,False
True,True,True,True,,True,0.994,0.0,0.0,claude-sonnet,pilot-0119,missing_heading_semantics,False,False
True,True,True,False,onClickLabel_outside_click,True,0.975,0.0,0.0,claude-sonnet,pilot-0122,missing_interaction_semantics,False,False
True,True,True,True,,False,0.979,1.0,0.009,claude-sonnet,pilot-0123,missing_semantics_role,False,False
True,True,True,True,,False,0.955,1.0,0.031,claude-sonnet,pilot-0124,missing_semantics_role,False,False
True,True,True,True,,False,0.985,1.0,0.014,claude-sonnet,pilot-0125,missing_semantics_role,False,False
True,True,True,True,,True,0.994,1.0,0.008,claude-sonnet,pilot-0126,missing_semantics_role,False,False
True,True,True,True,,False,0.981,1.0,0.024,claude-sonnet,pilot-0127,missing_semantics_role,False,False
True,True,True,True,,False,0.988,1.0,0.012,claude-sonnet,pilot-0128,missing_semantics_role,False,False
True,True,True,True,,True,0.865,6.0,0.167,claude-sonnet,pilot-0129,clickable_icon_not_iconbutton,False,False
True,True,True,True,,False,0.966,1.0,0.032,claude-sonnet,pilot-0130,missing_semantics_role,False,False
True,True,True,True,,False,0.988,1.0,0.017,claude-sonnet,pilot-0131,missing_semantics_role,False,False
True,True,True,True,,False,0.996,0.0,0.0,claude-sonnet,pilot-0132,missing_semantics_role,False,False
True,True,True,False,onClickLabel_outside_click,True,0.981,1.0,0.005,claude-sonnet,pilot-0134,missing_interaction_semantics,False,False
True,True,True,True,,False,0.951,1.0,0.071,claude-sonnet,pilot-0135,missing_semantics_role,False,False
True,True,True,False,onClickLabel_outside_click,True,0.99,1.0,0.009,claude-sonnet,pilot-0137,missing_interaction_semantics,False,False
True,True,True,True,,False,0.996,0.0,0.0,claude-sonnet,pilot-0139,missing_semantics_role,False,False
True,True,True,True,,False,0.951,1.0,0.024,claude-sonnet,pilot-0140,missing_semantics_role,False,False
True,True,True,True,,True,0.975,1.0,0.022,claude-sonnet,pilot-0147,missing_merge_descendants,False,False
True,True,False,True,,True,0.987,0.0,0.0,claude-sonnet,pilot-0159,missing_merge_descendants,False,False
True,True,True,False,onClickLabel_outside_click,False,0.969,2.0,0.019,claude-sonnet,pilot-0161,missing_semantics_role,False,False
True,True,True,False,onClickLabel_outside_click,True,0.946,1.0,0.033,claude-sonnet,pilot-0163,missing_interaction_semantics,False,False
True,True,True,True,,False,0.944,1.0,0.026,claude-sonnet,pilot-0164,missing_semantics_role,False,False
True,True,True,True,,False,0.95,2.0,0.044,claude-sonnet,pilot-0165,missing_semantics_role,False,False
True,True,True,False,onClickLabel_outside_click,True,0.973,1.0,0.019,claude-sonnet,pilot-0166,missing_interaction_semantics,False,False
True,True,True,True,,True,0.931,2.0,0.062,claude-sonnet,pilot-0167,clickable_icon_not_iconbutton,False,False
True,True,True,True,,False,0.995,1.0,0.005,claude-sonnet,pilot-0168,missing_interaction_semantics,False,False
True,True,True,True,,False,0.896,11.0,0.065,claude-sonnet,pilot-0170,missing_interaction_semantics,False,False
True,True,True,True,,True,0.927,2.0,0.038,claude-sonnet,pilot-0171,missing_state_description,False,False
True,True,True,True,,False,0.965,1.0,0.043,claude-sonnet,pilot-0172,missing_semantics_role,False,False
True,True,True,True,,False,0.98,1.0,0.02,claude-sonnet,pilot-0173,missing_semantics_role,False,False
True,True,True,True,,False,0.964,1.0,0.053,claude-sonnet,pilot-0174,missing_semantics_role,False,False
False,,,,,,,,,claude-sonnet,pilot-0175,missing_semantics_role,True,False
True,True,True,True,,False,0.996,1.0,0.005,claude-sonnet,pilot-0176,missing_interaction_semantics,False,False
True,True,True,True,,True,0.946,4.0,0.036,claude-sonnet,pilot-0178,clickable_icon_not_iconbutton,False,False
True,True,True,True,,False,1.0,0.0,0.0,claude-sonnet,pilot-0179,missing_state_description,False,False
True,True,True,True,,False,0.987,1.0,0.013,claude-sonnet,pilot-0180,missing_semantics_role,False,False
False,,,,,,,,,claude-sonnet,pilot-0182,missing_merge_descendants,True,False
True,True,True,False,role_on_component,False,0.921,6.0,0.063,claude-sonnet,pilot-0184,missing_interaction_semantics,False,False
True,True,True,True,,True,0.917,0.0,0.0,claude-sonnet,pilot-0186,missing_merge_descendants,False,False
True,True,True,True,,False,0.981,2.0,0.022,claude-sonnet,pilot-0187,missing_merge_descendants,False,False
True,True,True,True,,True,0.992,0.0,0.0,claude-sonnet,pilot-0189,missing_merge_descendants,False,False
True,True,True,True,,False,1.0,0.0,0.0,claude-sonnet,pilot-0191,missing_state_description,False,False
True,True,False,True,,True,0.952,0.0,0.0,claude-sonnet,pilot-0193,missing_merge_descendants,False,False
True,True,True,True,,False,0.989,3.0,0.024,claude-sonnet,pilot-0194,missing_semantics_role,False,False
True,True,True,True,,True,0.904,1.0,0.043,claude-sonnet,pilot-0195,missing_merge_descendants,False,False
True,True,True,True,,True,0.988,0.0,0.0,claude-sonnet,pilot-0197,missing_merge_descendants,False,False
True,True,True,True,,True,0.973,2.0,0.016,claude-sonnet,pilot-0198,missing_merge_descendants,False,False
True,True,True,True,,True,0.976,1.0,0.016,claude-sonnet,pilot-0199,missing_merge_descendants,False,False
True,True,True,True,,False,1.0,0.0,0.0,claude-sonnet,pilot-0200,missing_semantics_role,False,False
True,True,True,True,,False,0.932,0.0,0.0,claude-sonnet,pilot-0201,pointerinput_no_semantics,False,False
True,True,True,True,,False,1.0,0.0,0.0,claude-sonnet,pilot-0203,pointerinput_no_semantics,True,False
True,True,True,True,,True,0.966,0.0,0.0,claude-sonnet,pilot-0204,pointerinput_no_semantics,False,False
True,True,True,True,,False,0.981,0.0,0.0,claude-sonnet,pilot-0205,pointerinput_no_semantics,False,False
True,True,True,True,,False,0.955,4.0,0.059,claude-sonnet,pilot-0206,pointerinput_no_semantics,False,False
True,True,True,False,onClickLabel_outside_click,True,0.963,2.0,0.036,claude-sonnet,pilot-0207,pointerinput_no_semantics,False,False
True,True,True,True,,False,0.989,0.0,0.0,claude-sonnet,pilot-0208,pointerinput_no_semantics,False,False
True,True,True,True,,False,1.0,0.0,0.0,claude-sonnet,pilot-0209,pointerinput_no_semantics,False,False
False,,,,,,,,,claude-sonnet,pilot-0210,pointerinput_no_semantics,True,False
True,True,True,False,onClickLabel_outside_click,True,0.964,0.0,0.0,claude-sonnet,pilot-0211,pointerinput_no_semantics,False,False
True,True,True,True,,False,0.988,0.0,0.0,claude-sonnet,pilot-0214,pointerinput_no_semantics,False,False
True,True,True,True,,False,1.0,0.0,0.0,claude-sonnet,pilot-0215,pointerinput_no_semantics,False,False
True,True,True,True,,False,0.916,2.0,0.012,claude-sonnet,pilot-0216,pointerinput_no_semantics,False,False
True,True,True,True,,True,0.994,0.0,0.0,claude-sonnet,pilot-0217,pointerinput_no_semantics,False,False
True,True,True,True,,False,0.961,2.0,0.01,claude-sonnet,pilot-0219,pointerinput_no_semantics,False,False
True,True,True,True,,True,0.975,4.0,0.045,claude-sonnet,pilot-0242,text_truncation_scaling,False,False
False,,,,,,,,,claude-sonnet,pilot-0243,text_truncation_scaling,True,False
True,True,True,True,,True,0.975,3.0,0.033,claude-sonnet,pilot-0245,text_truncation_scaling,False,False
True,True,True,True,,False,0.972,4.0,0.023,claude-sonnet,pilot-0247,text_truncation_scaling,False,False
True,True,True,True,,False,0.989,2.0,0.021,claude-sonnet,pilot-0249,text_truncation_scaling,False,False
True,True,True,True,,False,0.965,2.0,0.053,claude-sonnet,pilot-0250,text_truncation_scaling,False,False
True,True,True,True,,False,0.971,4.0,0.047,claude-sonnet,pilot-0252,text_truncation_scaling,False,False
True,True,True,True,,False,0.971,6.0,0.055,claude-sonnet,pilot-0254,text_truncation_scaling,False,False
True,True,True,True,,False,0.963,4.0,0.053,claude-sonnet,pilot-0255,text_truncation_scaling,False,False
True,True,True,True,,True,0.994,0.0,0.0,claude-sonnet,pilot-0268,textfield_no_label,False,False
True,True,True,True,,True,0.992,0.0,0.0,claude-sonnet,pilot-0269,textfield_no_label,False,False
True,True,True,True,,True,0.979,0.0,0.0,claude-sonnet,pilot-0271,textfield_no_label,False,False
True,True,True,True,,True,0.954,0.0,0.0,claude-sonnet,pilot-0272,textfield_no_label,False,False
True,True,True,True,,True,0.992,0.0,0.0,claude-sonnet,pilot-0273,textfield_no_label,False,False
True,True,True,True,,True,0.999,1.0,0.004,claude-sonnet,pilot-0274,textfield_no_label,False,False
True,True,True,True,,True,0.996,0.0,0.0,claude-sonnet,pilot-0275,textfield_no_label,False,False
True,True,True,True,,True,0.961,1.0,0.03,claude-sonnet,pilot-0276,textfield_no_label,False,False
True,True,True,True,,True,0.993,0.0,0.0,claude-sonnet,pilot-0277,textfield_no_label,False,False
True,True,True,True,,True,0.984,0.0,0.0,claude-sonnet,pilot-0278,textfield_no_label,False,False
True,True,True,True,,True,0.985,0.0,0.0,claude-sonnet,pilot-0279,textfield_no_label,False,False
True,True,True,True,,True,0.989,1.0,0.028,claude-sonnet,pilot-0281,missing_content_description,False,False
True,True,True,False,onClickLabel_outside_click,True,0.963,1.0,0.015,claude-sonnet,pilot-0283,missing_interaction_semantics,False,False
True,True,True,True,,True,0.826,12.0,0.214,claude-sonnet,pilot-0289,clickable_icon_not_iconbutton,False,False
True,True,True,True,,True,0.982,1.0,0.045,claude-sonnet,pilot-0291,touch_target_size,False,False
True,True,True,True,,True,0.932,5.0,0.059,claude-sonnet,pilot-0293,clickable_icon_not_iconbutton,False,False
True,True,True,True,,True,0.959,0.0,0.0,claude-sonnet,pilot-0298,clickable_icon_not_iconbutton,False,False
True,True,True,True,,True,0.929,1.0,0.03,claude-sonnet,pilot-0299,missing_content_description,False,False
False,,,,,,,,,claude-sonnet,pilot-0256,text_truncation_scaling,True,False
True,True,True,True,,False,0.982,4.0,0.03,claude-sonnet,pilot-0258,text_truncation_scaling,False,False
True,True,True,True,,False,0.959,1.0,0.071,claude-sonnet,pilot-0259,text_truncation_scaling,False,False
True,True,True,True,,True,0.985,0.0,0.0,claude-sonnet,pilot-0261,textfield_no_label,False,False
False,,,,,,,,,claude-sonnet,pilot-0263,textfield_no_label,True,False
True,True,True,True,,True,0.941,0.0,0.0,claude-sonnet,pilot-0264,textfield_no_label,False,False
True,True,True,True,,True,0.974,0.0,0.0,claude-sonnet,pilot-0265,textfield_no_label,False,False
True,True,True,True,,True,0.929,0.0,0.0,claude-sonnet,pilot-0267,textfield_no_label,False,False
