parsed,substantive,syntactic_ok,api_valid,hallucinations,addresses_defect,similarity,lines_dropped,lines_dropped_frac,model,item_id,category,truncated,errored
True,True,True,True,,False,0.95,2,0.044,gemini-flash,pilot-0165,missing_semantics_role,False,False
True,True,True,True,,False,0.972,2,0.038,gemini-flash,pilot-0166,missing_interaction_semantics,False,False
True,True,True,True,,True,0.932,1,0.031,gemini-flash,pilot-0167,clickable_icon_not_iconbutton,False,False
True,True,True,False,onClickLabel_outside_click,True,0.993,1,0.005,gemini-flash,pilot-0168,missing_interaction_semantics,False,False
True,True,True,False,onClickLabel_outside_click,True,0.988,1,0.006,gemini-flash,pilot-0170,missing_interaction_semantics,False,False
True,True,True,True,,True,0.981,1,0.019,gemini-flash,pilot-0171,missing_state_description,False,False
True,True,True,True,,False,0.965,1,0.043,gemini-flash,pilot-0172,missing_semantics_role,False,False
True,True,True,True,,False,0.98,1,0.02,gemini-flash,pilot-0173,missing_semantics_role,False,False
True,True,True,True,,False,0.964,1,0.053,gemini-flash,pilot-0174,missing_semantics_role,False,False
True,True,True,True,,False,0.996,3,0.008,gemini-flash,pilot-0175,missing_semantics_role,False,False
True,True,True,True,,False,0.994,1,0.005,gemini-flash,pilot-0176,missing_interaction_semantics,False,False
True,True,True,True,,True,0.975,2,0.018,gemini-flash,pilot-0178,clickable_icon_not_iconbutton,False,False
True,True,True,True,,True,0.932,1,0.018,gemini-flash,pilot-0179,missing_state_description,False,False
True,True,True,True,,False,0.987,1,0.013,gemini-flash,pilot-0180,missing_semantics_role,False,False
True,True,True,True,,True,0.986,1,0.002,gemini-flash,pilot-0182,missing_merge_descendants,False,False
True,True,True,True,,False,0.996,1,0.011,gemini-flash,pilot-0184,missing_interaction_semantics,False,False
True,True,True,True,,False,0.837,2,0.133,gemini-flash,pilot-0186,missing_merge_descendants,False,False
True,True,True,True,,False,0.974,2,0.022,gemini-flash,pilot-0187,missing_merge_descendants,False,False
True,True,True,True,,True,0.97,3,0.022,gemini-flash,pilot-0189,missing_merge_descendants,False,False
True,True,True,True,,True,0.894,0,0.0,gemini-flash,pilot-0191,missing_state_description,False,False
True,True,False,True,,False,0.954,1,0.02,gemini-flash,pilot-0193,missing_merge_descendants,False,False
True,True,True,True,,False,0.984,3,0.024,gemini-flash,pilot-0194,missing_semantics_role,False,False
True,True,True,True,,True,0.86,2,0.087,gemini-flash,pilot-0195,missing_merge_descendants,False,False
True,True,True,True,,True,0.945,1,0.014,gemini-flash,pilot-0197,missing_merge_descendants,False,False
True,True,True,True,,True,0.96,4,0.032,gemini-flash,pilot-0198,missing_merge_descendants,False,False
True,True,True,True,,True,0.962,2,0.032,gemini-flash,pilot-0199,missing_merge_descendants,False,False
True,True,True,True,,False,0.904,2,0.1,gemini-flash,pilot-0200,missing_semantics_role,False,False
True,True,True,True,,False,0.932,0,0.0,gemini-flash,pilot-0201,pointerinput_no_semantics,False,False
True,True,True,True,,False,0.998,1,0.004,gemini-flash,pilot-0203,pointerinput_no_semantics,False,False
True,True,True,False,invented_semantics_key,True,0.827,0,0.0,gemini-flash,pilot-0204,pointerinput_no_semantics,False,False
True,True,True,True,,True,0.992,0,0.0,gemini-flash,pilot-0205,pointerinput_no_semantics,False,False
True,True,True,True,,False,0.957,4,0.059,gemini-flash,pilot-0206,pointerinput_no_semantics,False,False
True,True,True,False,invented_semantics_key,True,0.938,0,0.0,gemini-flash,pilot-0207,pointerinput_no_semantics,False,False
True,True,True,False,invented_semantics_key,True,0.946,1,0.017,gemini-flash,pilot-0208,pointerinput_no_semantics,False,False
True,True,True,False,invented_semantics_key,True,0.954,0,0.0,gemini-flash,pilot-0209,pointerinput_no_semantics,False,False
True,True,True,True,,True,0.97,2,0.006,gemini-flash,pilot-0210,pointerinput_no_semantics,False,False
True,True,True,True,,True,0.962,0,0.0,gemini-flash,pilot-0211,pointerinput_no_semantics,False,False
True,True,True,True,,True,0.963,0,0.0,gemini-flash,pilot-0214,pointerinput_no_semantics,False,False
True,True,True,True,,True,0.991,3,0.01,gemini-flash,pilot-0215,pointerinput_no_semantics,False,False
True,True,True,True,,True,0.961,1,0.006,gemini-flash,pilot-0216,pointerinput_no_semantics,False,False
True,True,True,True,,True,0.992,0,0.0,gemini-flash,pilot-0217,pointerinput_no_semantics,False,False
True,True,True,True,,True,0.892,0,0.0,gemini-flash,pilot-0219,pointerinput_no_semantics,False,False
True,True,True,True,,False,0.96,6,0.067,gemini-flash,pilot-0242,text_truncation_scaling,False,False
True,True,True,True,,False,0.989,8,0.022,gemini-flash,pilot-0243,text_truncation_scaling,False,False
True,True,True,True,,False,0.982,3,0.033,gemini-flash,pilot-0245,text_truncation_scaling,False,False
True,True,True,True,,False,0.971,8,0.045,gemini-flash,pilot-0247,text_truncation_scaling,False,False
True,True,True,True,,False,0.974,5,0.053,gemini-flash,pilot-0249,text_truncation_scaling,False,False
True,True,True,True,,False,0.965,2,0.053,gemini-flash,pilot-0250,text_truncation_scaling,False,False
True,True,True,True,,False,0.964,5,0.058,gemini-flash,pilot-0252,text_truncation_scaling,False,False
True,True,True,True,,False,0.971,6,0.055,gemini-flash,pilot-0254,text_truncation_scaling,False,False
True,True,True,True,,False,0.957,4,0.053,gemini-flash,pilot-0255,text_truncation_scaling,False,False
True,True,True,True,,False,0.999,1,0.002,gemini-flash,pilot-0256,text_truncation_scaling,False,False
True,True,True,True,,False,0.901,4,0.03,gemini-flash,pilot-0258,text_truncation_scaling,False,False
True,True,True,True,,False,0.914,2,0.143,gemini-flash,pilot-0259,text_truncation_scaling,False,False
True,True,True,True,,True,0.985,0,0.0,gemini-flash,pilot-0261,textfield_no_label,False,False
True,True,True,True,,True,0.996,1,0.003,gemini-flash,pilot-0263,textfield_no_label,False,False
True,True,True,True,,True,0.951,0,0.0,gemini-flash,pilot-0264,textfield_no_label,False,False
True,True,True,True,,True,0.974,0,0.0,gemini-flash,pilot-0265,textfield_no_label,False,False
True,True,True,True,,True,0.929,0,0.0,gemini-flash,pilot-0267,textfield_no_label,False,False
True,True,True,True,,True,0.994,0,0.0,gemini-flash,pilot-0268,textfield_no_label,False,False
True,True,True,True,,True,0.99,1,0.005,gemini-flash,pilot-0269,textfield_no_label,False,False
True,True,True,True,,True,0.979,0,0.0,gemini-flash,pilot-0271,textfield_no_label,False,False
True,True,True,True,,True,0.954,0,0.0,gemini-flash,pilot-0272,textfield_no_label,False,False
True,True,True,True,,True,0.992,0,0.0,gemini-flash,pilot-0273,textfield_no_label,False,False
True,True,True,True,,True,0.997,2,0.009,gemini-flash,pilot-0274,textfield_no_label,False,False
True,True,True,True,,True,0.991,0,0.0,gemini-flash,pilot-0275,textfield_no_label,False,False
True,True,True,True,,True,0.961,0,0.0,gemini-flash,pilot-0276,textfield_no_label,False,False
True,True,True,True,,True,0.993,0,0.0,gemini-flash,pilot-0277,textfield_no_label,False,False
True,True,True,True,,True,0.984,0,0.0,gemini-flash,pilot-0278,textfield_no_label,False,False
True,True,True,True,,True,0.983,1,0.008,gemini-flash,pilot-0279,textfield_no_label,False,False
True,True,True,True,,True,0.989,1,0.028,gemini-flash,pilot-0281,missing_content_description,False,False
True,True,True,True,,False,0.975,1,0.015,gemini-flash,pilot-0283,missing_interaction_semantics,False,False
True,True,True,True,,True,0.932,1,0.018,gemini-flash,pilot-0289,clickable_icon_not_iconbutton,False,False
True,True,True,True,,True,0.777,0,0.0,gemini-flash,pilot-0291,touch_target_size,False,False
True,True,True,True,,True,0.898,3,0.035,gemini-flash,pilot-0293,clickable_icon_not_iconbutton,False,False
True,True,True,True,,True,0.784,2,0.017,gemini-flash,pilot-0298,clickable_icon_not_iconbutton,False,False
True,True,True,True,,True,0.934,1,0.03,gemini-flash,pilot-0299,missing_content_description,False,False
